frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
335,30,00:00:11:04,11.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
336,30,00:00:11:05,11.166666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
337,30,00:00:11:06,11.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
338,30,00:00:11:07,11.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
339,30,00:00:11:08,11.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
340,30,00:00:11:09,11.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
341,30,00:00:11:10,11.333333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
342,30,00:00:11:11,11.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
343,30,00:00:11:12,11.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
344,30,00:00:11:13,11.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
345,30,00:00:11:14,11.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
346,30,00:00:11:15,11.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
347,30,00:00:11:16,11.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
348,30,00:00:11:17,11.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
349,30,00:00:11:18,11.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
350,30,00:00:11:19,11.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
351,30,00:00:11:20,11.666666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
352,30,00:00:11:21,11.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
353,30,00:00:11:22,11.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
354,30,00:00:11:23,11.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
355,30,00:00:11:24,11.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
356,30,00:00:11:25,11.833333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
357,30,00:00:11:26,11.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
358,30,00:00:11:27,11.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
359,30,00:00:11:28,11.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
360,30,00:00:11:29,11.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
361,30,00:00:12:00,12.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
362,30,00:00:12:01,12.033333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
363,30,00:00:12:02,12.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
364,30,00:00:12:03,12.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
365,30,00:00:12:04,12.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
366,30,00:00:12:05,12.166666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
367,30,00:00:12:06,12.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
368,30,00:00:12:07,12.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
369,30,00:00:12:08,12.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
370,30,00:00:12:09,12.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
371,30,00:00:12:10,12.333333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
372,30,00:00:12:11,12.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
373,30,00:00:12:12,12.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
374,30,00:00:12:13,12.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
375,30,00:00:12:14,12.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
376,30,00:00:12:15,12.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
377,30,00:00:12:16,12.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
378,30,00:00:12:17,12.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
379,30,00:00:12:18,12.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
380,30,00:00:12:19,12.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
381,30,00:00:12:20,12.666666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
382,30,00:00:12:21,12.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
383,30,00:00:12:22,12.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
384,30,00:00:12:23,12.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
385,30,00:00:12:24,12.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
386,30,00:00:12:25,12.833333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
387,30,00:00:12:26,12.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
388,30,00:00:12:27,12.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
389,30,00:00:12:28,12.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
390,30,00:00:12:29,12.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
391,30,00:00:13:00,13.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
392,30,00:00:13:01,13.033333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
393,30,00:00:13:02,13.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
394,30,00:00:13:03,13.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
395,30,00:00:13:04,13.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
396,30,00:00:13:05,13.166666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
397,30,00:00:13:06,13.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
398,30,00:00:13:07,13.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
399,30,00:00:13:08,13.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
400,30,00:00:13:09,13.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
401,30,00:00:13:10,13.333333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
402,30,00:00:13:11,13.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
403,30,00:00:13:12,13.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
404,30,00:00:13:13,13.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
405,30,00:00:13:14,13.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
406,30,00:00:13:15,13.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
407,30,00:00:13:16,13.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
408,30,00:00:13:17,13.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
409,30,00:00:13:18,13.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
410,30,00:00:13:19,13.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
411,30,00:00:13:20,13.666666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
412,30,00:00:13:21,13.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
413,30,00:00:13:22,13.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
414,30,00:00:13:23,13.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
415,30,00:00:13:24,13.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
416,30,00:00:13:25,13.833333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
417,30,00:00:13:26,13.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
418,30,00:00:13:27,13.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
419,30,00:00:13:28,13.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
420,30,00:00:13:29,13.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
421,30,00:00:14:00,14.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
422,30,00:00:14:01,14.033333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
423,30,00:00:14:02,14.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
424,30,00:00:14:03,14.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
425,30,00:00:14:04,14.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
426,30,00:00:14:05,14.166666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
427,30,00:00:14:06,14.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
428,30,00:00:14:07,14.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
429,30,00:00:14:08,14.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
430,30,00:00:14:09,14.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
431,30,00:00:14:10,14.333333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
432,30,00:00:14:11,14.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
433,30,00:00:14:12,14.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
434,30,00:00:14:13,14.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
435,30,00:00:14:14,14.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
436,30,00:00:14:15,14.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
437,30,00:00:14:16,14.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
438,30,00:00:14:17,14.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
439,30,00:00:14:18,14.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
440,30,00:00:14:19,14.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
441,30,00:00:14:20,14.666666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
442,30,00:00:14:21,14.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
443,30,00:00:14:22,14.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
444,30,00:00:14:23,14.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
445,30,00:00:14:24,14.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
446,30,00:00:14:25,14.833333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
447,30,00:00:14:26,14.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
448,30,00:00:14:27,14.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
449,30,00:00:14:28,14.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
450,30,00:00:14:29,14.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
451,30,00:00:15:00,15.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
452,30,00:00:15:01,15.033333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
453,30,00:00:15:02,15.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
454,30,00:00:15:03,15.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
455,30,00:00:15:04,15.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
456,30,00:00:15:05,15.166666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
457,30,00:00:15:06,15.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
458,30,00:00:15:07,15.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
459,30,00:00:15:08,15.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
460,30,00:00:15:09,15.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
461,30,00:00:15:10,15.333333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
462,30,00:00:15:11,15.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
463,30,00:00:15:12,15.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
464,30,00:00:15:13,15.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
465,30,00:00:15:14,15.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
466,30,00:00:15:15,15.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
467,30,00:00:15:16,15.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
468,30,00:00:15:17,15.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
469,30,00:00:15:18,15.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
470,30,00:00:15:19,15.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
471,30,00:00:15:20,15.666666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
472,30,00:00:15:21,15.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
473,30,00:00:15:22,15.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
474,30,00:00:15:23,15.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
475,30,00:00:15:24,15.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
476,30,00:00:15:25,15.833333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
477,30,00:00:15:26,15.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
478,30,00:00:15:27,15.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
479,30,00:00:15:28,15.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
480,30,00:00:15:29,15.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
481,30,00:00:16:00,16.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
482,30,00:00:16:01,16.033333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
483,30,00:00:16:02,16.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
484,30,00:00:16:03,16.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
485,30,00:00:16:04,16.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
486,30,00:00:16:05,16.166666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
487,30,00:00:16:06,16.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
488,30,00:00:16:07,16.233333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
489,30,00:00:16:08,16.266666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
490,30,00:00:16:09,16.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
491,30,00:00:16:10,16.333333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
492,30,00:00:16:11,16.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
493,30,00:00:16:12,16.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
494,30,00:00:16:13,16.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
495,30,00:00:16:14,16.466666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
496,30,00:00:16:15,16.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
497,30,00:00:16:16,16.533333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
498,30,00:00:16:17,16.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
499,30,00:00:16:18,16.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
500,30,00:00:16:19,16.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
501,30,00:00:16:20,16.666666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
502,30,00:00:16:21,16.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
503,30,00:00:16:22,16.733333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
504,30,00:00:16:23,16.766666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
505,30,00:00:16:24,16.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
506,30,00:00:16:25,16.833333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
507,30,00:00:16:26,16.866666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
508,30,00:00:16:27,16.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
509,30,00:00:16:28,16.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
510,30,00:00:16:29,16.966666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
511,30,00:00:17:00,17.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
512,30,00:00:17:01,17.033333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
513,30,00:00:17:02,17.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
514,30,00:00:17:03,17.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
515,30,00:00:17:04,17.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
516,30,00:00:17:05,17.166666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
517,30,00:00:17:06,17.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
518,30,00:00:17:07,17.233333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
519,30,00:00:17:08,17.266666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
520,30,00:00:17:09,17.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
521,30,00:00:17:10,17.333333333333332,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
522,30,00:00:17:11,17.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
523,30,00:00:17:12,17.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
524,30,00:00:17:13,17.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
525,30,00:00:17:14,17.466666666666665,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
526,30,00:00:17:15,17.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
527,30,00:00:17:16,17.533333333333335,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
528,30,00:00:17:17,17.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
529,30,00:00:17:18,17.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
530,30,00:00:17:19,17.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
531,30,00:00:17:20,17.666666666666668,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
